name,nation,position,team,age,year_born,full_games,touches,touches_defensive_pen_area,touches_defensive_third,touches_mid_third,touches_attacking_third,touches_attacking_pen_area,live_ball_touches,take_on_attempts,successful_take_on,take_on_percentage,tackled_during_take_on,ball_carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_recieved,progressive_passes_recieved,season,competition
Jáder Durán,COL,FW,Aston Villa,20,2003,7.1,263,13,36,110,122,47,263,14,3,21.4,9,133,535,267,7,7,2,16,15,192,44,2024-2025,Premier-League
Claudio Echeverri,ARG,FW,Manchester City,18,2006,0.1,3,0,0,2,1,0,3,0,0,,0,3,28,12,0,0,0,0,1,3,1,2024-2025,Premier-League
Ederson,BRA,GK,Manchester City,30,1993,25.8,975,689,962,13,0,0,975,0,0,,0,654,3060,1981,0,0,0,1,0,616,0,2024-2025,Premier-League
George Edmundson,ENG,DF,Ipswich Town,26,1997,0.0,3,1,3,0,0,0,3,0,0,,0,1,2,0,0,0,0,0,0,1,0,2024-2025,Premier-League
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,26,1998,1.3,45,1,4,23,18,8,45,1,0,0.0,1,24,117,56,3,1,2,4,1,26,7,2024-2025,Premier-League
Odsonne Édouard,FRA,FW,Leicester City,26,1998,0.3,20,1,2,7,11,6,20,2,1,50.0,1,11,25,2,0,0,1,7,2,13,2,2024-2025,Premier-League
Samuel Edozie,ENG,"DF,FW",Southampton,21,2003,0.7,43,0,0,7,36,10,43,4,2,50.0,2,34,336,197,6,2,4,4,0,39,23,2024-2025,Premier-League
Ronnie Edwards,ENG,DF,Southampton,21,2003,0.1,6,3,4,2,0,0,6,0,0,,0,3,10,0,0,0,0,0,0,5,0,2024-2025,Premier-League
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,22,2002,27.8,1115,29,136,319,679,110,1115,83,25,30.1,39,600,4509,2544,102,45,48,79,43,764,229,2024-2025,Premier-League
Harvey Elliott,ENG,MF,Liverpool,21,2003,4.1,339,5,32,164,144,21,339,9,4,44.4,4,188,872,408,10,11,5,5,4,253,30,2024-2025,Premier-League
Yunus Emre Konak,TUR,"FW,MF",Brentford,18,2006,0.5,53,0,9,27,17,0,53,2,0,0.0,2,17,67,41,1,1,1,3,3,28,2,2024-2025,Premier-League
Julio Enciso,PAR,"MF,FW",Ipswich Town,20,2004,9.7,406,5,52,202,167,23,406,66,30,45.5,28,205,1537,793,23,25,9,24,30,262,44,2024-2025,Premier-League
Julio Enciso,PAR,"MF,FW",Brighton,20,2004,3.3,202,2,17,72,116,20,202,21,10,47.6,8,114,678,386,11,10,4,7,9,141,17,2024-2025,Premier-League
Wataru Endo,JPN,"MF,DF",Liverpool,31,1993,3.0,237,12,65,124,49,3,237,2,2,100.0,0,110,397,169,1,3,1,6,3,163,8,2024-2025,Premier-League
Christian Eriksen,DEN,MF,Manchester Utd,32,1992,11.8,850,26,173,397,284,17,849,4,0,0.0,4,473,1784,851,13,14,1,13,5,566,29,2024-2025,Premier-League
Romain Esse,ENG,MF,Crystal Palace,19,2005,1.5,73,1,14,30,29,9,73,6,2,33.3,4,38,121,49,1,1,2,6,2,43,14,2024-2025,Premier-League
Pervis Estupiñán,ECU,DF,Brighton,26,1998,26.7,1915,89,493,936,506,35,1915,34,19,55.9,13,1023,5007,2689,59,61,9,34,27,1144,112,2024-2025,Premier-League
Evanilson,BRA,FW,Bournemouth,24,1999,25.8,558,23,56,208,299,127,557,21,7,33.3,8,333,1822,861,29,18,15,38,24,400,99,2024-2025,Premier-League
Jake Evans,,FW,Leicester City,,,0.3,5,0,1,3,1,0,5,0,0,,0,1,1,0,0,0,0,0,1,3,1,2024-2025,Premier-League
Jonny Evans,NIR,DF,Manchester Utd,36,1988,3.5,250,36,139,100,15,3,250,1,1,100.0,0,143,574,242,3,2,0,1,0,151,3,2024-2025,Premier-League
Eberechi Eze,ENG,"MF,FW",Crystal Palace,26,1998,28.8,1414,17,193,661,597,95,1412,138,67,48.6,62,840,5063,2380,69,48,22,55,45,907,153,2024-2025,Premier-League
Łukasz Fabiański,POL,GK,West Ham,39,1985,12.9,530,414,525,5,0,0,530,3,3,100.0,0,285,1485,890,0,0,0,0,0,248,0,2024-2025,Premier-League
Wout Faes,BEL,DF,Leicester City,26,1998,31.3,1906,318,962,885,68,27,1906,6,5,83.3,1,1107,5050,2928,12,13,2,17,6,1268,1,2024-2025,Premier-League
Abdul Fatawu Issahaku,GHA,FW,Leicester City,20,2004,6.4,326,19,73,114,157,26,326,69,29,42.0,28,217,1869,1055,42,24,15,18,12,216,60,2024-2025,Premier-League
João Félix,POR,"FW,MF",Chelsea,24,1999,4.1,272,2,26,128,125,30,272,31,10,32.3,14,193,1248,712,21,13,5,6,4,218,30,2024-2025,Premier-League
Evan Ferguson,IRL,FW,West Ham,19,2004,1.7,66,1,6,30,31,10,66,5,3,60.0,2,31,123,41,1,1,1,8,5,42,7,2024-2025,Premier-League
Evan Ferguson,IRL,FW,Brighton,19,2004,2.7,88,7,13,50,26,9,88,2,1,50.0,1,42,183,56,2,1,2,5,6,52,9,2024-2025,Premier-League
Bruno Fernandes,POR,MF,Manchester Utd,29,1994,33.5,2649,62,428,1263,983,80,2646,67,28,41.8,33,1542,7244,3866,77,65,14,43,43,1853,129,2024-2025,Premier-League
Mateus Fernandes,POR,MF,Southampton,20,2004,32.3,1760,72,385,867,547,49,1760,109,49,45.0,49,897,5736,3143,76,70,9,58,36,1077,108,2024-2025,Premier-League
Enzo Fernández,ARG,MF,Chelsea,23,2001,32.7,2210,37,346,1129,751,81,2210,55,26,47.3,21,1211,5652,2735,60,55,9,29,28,1622,126,2024-2025,Premier-League
Mark Flekken,NED,GK,Brentford,31,1993,36.4,1824,1436,1777,52,0,0,1824,1,1,100.0,0,1122,5725,3253,0,0,0,3,0,1015,0,2024-2025,Premier-League
Phil Foden,ENG,"MF,FW",Manchester City,24,2000,19.7,1139,13,85,382,681,83,1139,43,14,32.6,23,722,3720,1782,50,30,17,36,31,894,128,2024-2025,Premier-League
Wesley Fofana,FRA,DF,Chelsea,23,2000,13.0,933,81,370,523,55,10,933,15,8,53.3,3,557,3149,1614,19,12,1,16,5,665,4,2024-2025,Premier-League
Carlos Forbs,POR,"MF,FW",Wolves,20,2004,2.7,121,3,23,39,60,13,121,12,7,58.3,5,75,468,321,10,3,8,7,4,85,28,2024-2025,Premier-League
Fraser Forster,ENG,GK,Tottenham,36,1988,7.0,228,212,228,0,0,0,228,1,1,100.0,0,113,501,264,0,0,0,1,0,94,0,2024-2025,Premier-League
Matheus França,BRA,"MF,FW",Crystal Palace,20,2004,0.6,33,2,5,11,17,7,33,0,0,,0,20,130,85,4,1,3,2,0,22,4,2024-2025,Premier-League
Ryan Fraser,SCO,"FW,DF",Southampton,30,1994,3.4,131,12,45,50,37,3,131,3,2,66.7,1,74,492,252,10,5,2,4,2,94,18,2024-2025,Premier-League
Tyler Fredricson,ENG,DF,Manchester Utd,19,2005,1.8,141,11,64,68,9,1,141,1,1,100.0,0,86,279,114,2,1,0,2,0,95,0,2024-2025,Premier-League
Niclas Füllkrug,GER,FW,West Ham,31,1993,8.8,277,19,27,142,110,40,277,8,1,12.5,6,123,435,215,7,4,2,18,7,205,31,2024-2025,Premier-League
Cody Gakpo,NED,FW,Liverpool,25,1999,21.5,888,28,91,258,557,110,888,61,31,50.8,21,605,4320,2208,59,34,28,45,24,677,278,2024-2025,Premier-League
Idrissa Gana Gueye,SEN,MF,Everton,34,1989,34.0,1801,72,432,1045,336,21,1801,39,18,46.2,19,861,4046,1752,27,27,4,32,38,1048,27,2024-2025,Premier-League
Andrés García,ESP,"DF,MF",Aston Villa,21,2003,3.5,256,8,38,108,112,2,256,18,5,27.8,12,159,1262,673,26,13,2,10,6,168,28,2024-2025,Premier-League
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,20,2004,24.4,1159,13,130,364,683,176,1159,89,26,29.2,55,840,6365,3245,141,72,67,64,48,888,290,2024-2025,Premier-League
James Garner,ENG,"MF,DF",Everton,23,2001,17.7,977,40,226,511,248,15,977,19,7,36.8,12,478,2187,842,15,19,2,16,9,550,30,2024-2025,Premier-League
Tyrique George,ENG,FW,Chelsea,18,2006,2.0,70,1,11,21,39,9,70,5,3,60.0,2,46,373,209,9,1,5,3,0,53,22,2024-2025,Premier-League
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24,2000,31.1,1626,35,185,830,636,92,1626,77,31,40.3,35,923,5093,2566,69,52,13,70,44,1226,136,2024-2025,Premier-League
Billy Gilmour,SCO,MF,Brighton,23,2001,1.1,73,2,14,46,13,0,73,2,1,50.0,1,44,210,117,2,0,0,0,0,58,2,2024-2025,Premier-League
Ben Godfrey,ENG,DF,Ipswich Town,26,1998,1.8,68,6,26,33,9,1,68,0,0,,0,33,202,79,2,2,0,2,1,42,1,2024-2025,Premier-League
Martial Godo,ENG,"FW,DF",Fulham,21,2003,0.3,25,0,1,7,17,7,25,4,1,25.0,3,18,155,87,2,0,2,0,0,15,6,2024-2025,Premier-League
Michael Golding,ENG,MF,Leicester City,18,2006,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2024-2025,Premier-League
João Gomes,BRA,MF,Wolves,23,2001,33.0,1998,62,431,1105,491,45,1998,65,30,46.2,28,1059,6216,2843,59,51,6,43,51,1335,76,2024-2025,Premier-League
Rodrigo Gomes,POR,"DF,FW",Wolves,21,2003,9.0,417,24,101,141,182,29,417,15,5,33.3,7,217,1388,805,23,18,7,21,9,246,81,2024-2025,Premier-League
Toti Gomes,POR,DF,Wolves,25,1999,29.0,2027,217,942,1000,108,17,2027,32,20,62.5,10,1205,5793,3203,27,20,0,20,15,1387,18,2024-2025,Premier-League
Diego Gómez,PAR,MF,Brighton,21,2003,5.7,403,21,87,212,109,10,403,12,6,50.0,6,193,746,365,8,4,0,10,9,247,23,2024-2025,Premier-League
Joe Gomez,ENG,DF,Liverpool,27,1997,5.8,481,54,183,264,37,5,481,0,0,,0,303,1638,947,5,2,1,1,2,335,2,2024-2025,Premier-League
Nicolás González,ESP,MF,Manchester City,22,2002,8.4,713,18,116,439,161,10,713,6,1,16.7,3,425,1824,729,9,12,3,8,11,535,11,2024-2025,Premier-League
Anthony Gordon,ENG,"FW,MF",Newcastle Utd,23,2001,27.0,1267,16,125,475,687,128,1265,103,38,36.9,47,818,6099,3295,121,62,56,36,38,924,214,2024-2025,Premier-League
Ryan Gravenberch,NED,MF,Liverpool,22,2002,35.1,2343,117,509,1354,512,26,2343,81,37,45.7,30,1396,7452,3742,70,75,10,55,26,1669,55,2024-2025,Premier-League
Archie Gray,ENG,"DF,MF",Tottenham,18,2006,19.5,1286,150,609,582,106,3,1286,13,7,53.8,5,878,4023,1678,7,5,0,12,11,941,17,2024-2025,Premier-League
Jack Grealish,ENG,"FW,MF",Manchester City,28,1995,8.0,521,15,42,162,324,71,521,29,13,44.8,9,376,2881,1714,69,23,46,10,16,423,118,2024-2025,Premier-League
Jacob Greaves,ENG,DF,Ipswich Town,23,2000,24.5,1404,276,746,568,95,22,1404,6,4,66.7,1,619,2881,1268,11,11,0,10,2,851,11,2024-2025,Premier-League
Brajan Gruda,GER,"MF,FW",Brighton,20,2004,7.6,344,4,38,120,192,46,344,30,13,43.3,12,202,1447,662,22,19,13,14,21,222,57,2024-2025,Premier-League
Albert Grønbaek,DEN,"FW,MF",Southampton,23,2001,1.6,38,2,9,14,15,2,38,4,0,0.0,4,18,79,15,1,0,1,5,4,21,3,2024-2025,Premier-League
Gonçalo Guedes,POR,"MF,FW",Wolves,27,1996,11.1,484,6,49,199,250,40,484,28,9,32.1,15,304,2074,1056,41,27,8,38,18,337,79,2024-2025,Premier-League
Marc Guéhi,ENG,DF,Crystal Palace,24,2000,34.0,2131,311,1051,943,148,39,2131,15,12,80.0,2,1142,5574,2935,22,17,1,16,18,1330,10,2024-2025,Premier-League
Luis Guilherme,BRA,"MF,FW",West Ham,18,2006,1.7,99,3,19,40,41,5,99,13,7,53.8,4,51,383,165,4,3,1,4,3,69,16,2024-2025,Premier-League
Bruno Guimarães,BRA,MF,Newcastle Utd,26,1997,36.3,2213,83,445,1131,662,85,2213,78,34,43.6,27,1400,7763,3483,64,46,15,56,76,1652,96,2024-2025,Premier-League
Marc Guiu,ESP,FW,Chelsea,18,2006,0.8,22,0,2,8,12,3,22,1,0,0.0,1,12,30,8,0,0,0,2,0,12,3,2024-2025,Premier-League
İlkay Gündoğan,GER,MF,Manchester City,33,1990,24.7,1892,45,270,929,714,67,1892,41,17,41.5,16,1118,6209,3000,64,57,11,29,25,1480,96,2024-2025,Premier-League
Malo Gusto,FRA,DF,Chelsea,21,2003,20.7,1595,64,387,772,451,43,1595,16,4,25.0,11,882,4513,2248,50,36,8,18,17,1072,85,2024-2025,Premier-League
Joško Gvardiol,CRO,DF,Manchester City,22,2002,36.4,3103,146,764,1549,815,98,3103,43,25,58.1,14,1997,10574,6002,91,102,15,29,16,2257,121,2024-2025,Premier-League
Erling Haaland,NOR,FW,Manchester City,24,2000,30.4,639,22,40,222,384,190,635,36,13,36.1,20,310,1494,577,24,15,23,45,27,478,124,2024-2025,Premier-League
Lewis Hall,ENG,DF,Newcastle Utd,19,2004,24.3,1820,95,623,804,414,47,1820,21,11,52.4,7,950,4398,2358,41,22,13,33,20,1094,80,2024-2025,Premier-League
Ali Al Hamadi,IRQ,FW,Ipswich Town,22,2002,1.5,53,2,6,20,30,9,53,7,4,57.1,3,29,187,111,4,3,4,7,4,36,14,2024-2025,Premier-League
Marcus Harness,ENG,MF,Ipswich Town,28,1996,0.5,22,4,7,2,13,3,22,1,0,0.0,1,9,49,14,0,0,0,0,0,9,1,2024-2025,Premier-League
Jack Harrison,ENG,FW,Everton,27,1996,23.1,948,36,157,336,463,69,948,75,24,32.0,43,524,3153,1639,73,36,17,52,41,612,127,2024-2025,Premier-League
Taylor Harwood-Bellis,ENG,DF,Southampton,22,2002,31.4,2475,340,1158,1145,182,42,2475,3,3,100.0,0,1433,6776,3938,29,27,0,16,5,1792,9,2024-2025,Premier-League
Kai Havertz,GER,"FW,MF",Arsenal,25,1999,20.8,785,31,92,287,411,107,785,38,9,23.7,24,418,2012,954,35,23,18,44,23,584,113,2024-2025,Premier-League
Ayden Heaven,ENG,DF,Manchester Utd,17,2006,1.9,136,30,68,60,10,2,136,4,2,50.0,2,95,491,259,1,1,0,3,1,93,1,2024-2025,Premier-League
Jan Paul van Hecke,NED,DF,Brighton,24,2000,32.9,2589,272,1094,1350,166,33,2589,11,5,45.5,4,1715,10633,7191,55,46,0,12,7,1820,5,2024-2025,Premier-League
Hwang Hee-chan,KOR,"MF,FW",Wolves,28,1996,7.3,271,10,42,105,126,24,271,14,2,14.3,12,159,989,448,15,5,7,14,10,181,42,2024-2025,Premier-League
Dean Henderson,ENG,GK,Crystal Palace,27,1997,38.0,1308,1065,1303,4,1,1,1308,0,0,,0,751,4483,2136,0,0,0,2,0,580,0,2024-2025,Premier-League
Rico Henry,ENG,DF,Brentford,27,1997,1.1,66,6,22,29,16,1,66,3,0,0.0,2,30,149,60,0,1,0,3,2,27,5,2024-2025,Premier-League
Mads Hermansen,DEN,GK,Leicester City,24,2000,26.5,1147,831,1106,43,0,0,1147,1,1,100.0,0,734,3625,1904,0,0,0,1,0,625,0,2024-2025,Premier-League
Son Heung-min,KOR,FW,Tottenham,32,1992,23.4,1134,16,115,362,668,122,1132,83,29,34.9,41,761,4914,2613,96,49,44,25,32,867,265,2024-2025,Premier-League
James Hill,ENG,DF,Bournemouth,22,2002,5.0,319,19,99,167,54,8,319,2,1,50.0,1,146,552,295,3,6,0,2,0,179,8,2024-2025,Premier-League
Jack Hinshelwood,ENG,"MF,DF",Brighton,19,2005,20.5,1199,50,322,560,323,35,1199,11,2,18.2,8,590,2435,1189,19,20,2,18,3,762,54,2024-2025,Premier-League
George Hirst,SCO,FW,Ipswich Town,25,1999,7.3,188,12,28,61,101,28,188,6,2,33.3,3,101,529,211,9,2,7,21,16,161,31,2024-2025,Premier-League
Mason Holgate,JAM,"FW,DF",Everton,27,1996,0.1,3,0,0,2,1,0,3,0,0,,0,1,0,0,0,0,0,1,0,1,0,2024-2025,Premier-League
Harry Howell,ENG,FW,Brighton,15,2008,0.1,12,1,1,7,4,3,12,0,0,,0,9,48,8,0,0,1,0,0,10,3,2024-2025,Premier-League
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,23,2000,24.4,1035,16,117,338,605,74,1035,63,37,58.7,18,641,5345,3401,130,61,47,45,23,784,189,2024-2025,Premier-League
Will Hughes,ENG,MF,Crystal Palace,29,1995,23.4,1203,48,295,615,308,17,1203,16,5,31.3,7,532,2718,1276,20,24,1,21,30,659,27,2024-2025,Premier-League
Dean Huijsen,ESP,DF,Bournemouth,19,2005,27.0,2021,254,915,971,145,30,2021,5,2,40.0,3,1118,7072,4349,41,31,0,20,1,1271,10,2024-2025,Premier-League
Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,28.7,1259,17,200,516,567,92,1259,137,51,37.2,68,779,6035,2976,97,39,37,80,58,893,159,2024-2025,Premier-League
Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,22.3,515,6,36,251,237,74,515,33,9,27.3,21,308,1516,655,28,13,17,63,33,408,101,2024-2025,Premier-League
Igor,BRA,DF,Brighton,26,1998,10.7,816,109,385,381,54,1,816,6,5,83.3,1,530,2962,1837,9,14,0,1,0,606,1,2024-2025,Premier-League
Danny Ings,ENG,"FW,MF",West Ham,32,1992,3.2,139,2,15,51,73,27,139,7,4,57.1,2,63,324,118,6,0,2,6,6,96,29,2024-2025,Premier-League
Tim Iroegbunam,ENG,MF,Everton,21,2003,6.4,269,24,89,127,60,12,269,20,8,40.0,8,127,744,379,8,10,2,11,18,113,9,2024-2025,Premier-League
Andy Irving,SCO,MF,West Ham,24,2000,1.8,150,7,37,89,24,0,150,1,1,100.0,0,73,305,137,0,1,0,1,3,104,4,2024-2025,Premier-League
Alexander Isak,SWE,FW,Newcastle Utd,24,1999,30.6,1025,20,57,386,596,189,1021,91,42,46.2,47,615,3723,1861,83,42,43,66,55,740,217,2024-2025,Premier-League
Alex Iwobi,NGA,"FW,MF",Fulham,28,1996,33.1,1861,33,244,748,895,116,1861,97,48,49.5,42,1312,8012,4367,144,105,37,62,40,1447,246,2024-2025,Premier-League
Nicolas Jackson,SEN,FW,Chelsea,23,2001,24.7,687,19,50,285,361,141,687,61,18,29.5,32,417,2510,1316,47,25,32,71,41,514,129,2024-2025,Premier-League
Reece James,ENG,"DF,MF",Chelsea,24,1999,11.8,952,43,267,516,176,7,952,17,7,41.2,6,486,1877,822,7,4,1,7,9,607,12,2024-2025,Premier-League
Vitaly Janelt,GER,MF,Brentford,26,1998,25.0,1289,118,418,574,306,32,1289,12,3,25.0,7,651,3005,1278,17,18,3,16,10,814,38,2024-2025,Premier-League
Vitezslav Jaros,CZE,GK,Liverpool,23,2001,0.1,8,5,8,0,0,0,8,0,0,,0,7,29,8,0,0,0,0,0,5,0,2024-2025,Premier-League
Daniel Jebbison,CAN,FW,Bournemouth,20,2003,1.3,78,3,10,25,44,14,78,7,4,57.1,3,44,277,95,4,2,5,13,5,47,16,2024-2025,Premier-League
Mathias Jensen,DEN,MF,Brentford,28,1996,9.6,573,27,126,243,207,9,573,17,9,52.9,6,300,1296,598,6,12,0,9,7,350,27,2024-2025,Premier-League
Gabriel Jesus,BRA,FW,Arsenal,27,1997,6.8,299,9,28,108,165,48,299,22,9,40.9,10,179,953,432,15,6,11,13,13,217,57,2024-2025,Premier-League
Raúl Jiménez,MEX,FW,Fulham,33,1991,27.7,999,35,120,431,464,165,996,50,21,42.0,26,549,2557,1112,35,24,17,74,45,734,125,2024-2025,Premier-League
Kim Jisoo,KOR,DF,Brentford,19,2004,0.3,30,1,15,12,3,0,30,0,0,,0,15,57,22,0,0,0,0,1,22,0,2024-2025,Premier-League
João Pedro,BRA,"FW,MF",Brighton,22,2001,21.6,940,12,60,387,508,122,935,86,29,33.7,47,616,3821,1821,66,39,30,72,38,732,128,2024-2025,Premier-League
Joelinton,BRA,"MF,FW",Newcastle Utd,27,1996,26.6,1360,67,256,670,448,83,1360,46,15,32.6,28,729,3598,1786,40,26,9,39,53,934,110,2024-2025,Premier-League
Ben Johnson,ENG,"DF,FW",Ipswich Town,24,2000,15.0,626,60,246,220,163,12,626,24,8,33.3,14,259,1503,585,16,12,3,23,17,292,33,2024-2025,Premier-League
Brennan Johnson,WAL,FW,Tottenham,23,2001,24.2,853,18,98,292,475,125,853,44,19,43.2,22,544,2939,1460,60,23,35,26,17,626,197,2024-2025,Premier-League
Sam Johnstone,ENG,GK,Wolves,31,1993,7.0,306,229,304,2,0,0,306,0,0,,0,196,1221,756,0,0,0,0,0,179,0,2024-2025,Premier-League
Curtis Jones,ENG,"MF,DF",Liverpool,23,2001,19.0,1288,41,220,683,393,58,1288,22,12,54.5,8,789,3889,1892,30,23,8,26,36,967,79,2024-2025,Premier-League
Jorginho,ITA,MF,Arsenal,32,1991,7.8,522,9,93,304,131,3,522,4,1,25.0,2,302,1498,874,12,13,0,12,9,389,6,2024-2025,Premier-League
Diogo Jota,POR,FW,Liverpool,27,1996,13.3,485,6,35,198,259,97,485,33,11,33.3,20,263,1500,796,37,23,21,40,22,333,88,2024-2025,Premier-League
James Justin,ENG,DF,Leicester City,26,1998,32.4,1948,151,692,881,387,38,1948,30,9,30.0,13,866,3649,1788,39,27,4,31,15,1077,96,2024-2025,Premier-League
Filip Jørgensen,DEN,GK,Chelsea,22,2002,6.0,202,174,201,1,0,0,202,0,0,,0,145,676,423,0,0,0,0,0,139,0,2024-2025,Premier-League
Ferdi Kadioglu,TUR,"DF,MF",Brighton,24,1999,4.3,231,13,71,91,72,9,231,7,3,42.9,3,124,479,183,1,0,0,6,2,144,27,2024-2025,Premier-League
Daichi Kamada,JPN,MF,Crystal Palace,27,1996,17.4,937,19,208,496,240,32,937,19,7,36.8,9,485,2295,1121,25,19,6,16,20,600,56,2024-2025,Premier-League
Boubacar Kamara,FRA,MF,Aston Villa,24,1999,19.2,1113,95,344,637,141,12,1113,27,9,33.3,9,591,2976,1370,19,13,2,12,17,754,7,2024-2025,Premier-League
Joachim Kayi Sanda,FRA,DF,Southampton,17,2006,0.2,19,1,8,10,1,1,19,0,0,,0,14,63,35,0,0,0,1,0,15,0,2024-2025,Premier-League
Michael Kayode,ITA,DF,Brentford,20,2004,5.9,313,23,101,121,97,13,313,18,9,50.0,8,144,944,500,12,7,3,13,3,143,24,2024-2025,Premier-League
Michael Keane,ENG,DF,Everton,31,1993,11.7,513,106,295,198,22,17,513,1,0,0.0,1,229,904,290,1,1,0,2,2,286,3,2024-2025,Premier-League
Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,10.0,398,286,396,2,0,0,398,1,1,100.0,0,290,1131,616,0,0,0,1,0,275,0,2024-2025,Premier-League
Lloyd Kelly,ENG,DF,Newcastle Utd,25,1998,3.4,215,26,105,94,19,4,215,3,2,66.7,1,120,474,202,0,2,0,3,2,129,5,2024-2025,Premier-League
Milos Kerkez,HUN,DF,Bournemouth,20,2003,37.1,2158,112,552,900,731,69,2158,48,22,45.8,16,1094,6388,3711,106,73,16,49,22,1196,197,2024-2025,Premier-League
Bilal El Khannouss,MAR,"MF,FW",Leicester City,20,2004,24.2,1268,18,183,655,445,35,1268,60,34,56.7,23,732,4494,2038,73,45,12,38,38,851,89,2024-2025,Premier-League
Abdukodir Khusanov,UZB,DF,Manchester City,20,2004,5.6,445,45,205,211,31,1,445,2,0,0.0,2,274,1155,435,1,1,0,2,1,332,2,2024-2025,Premier-League
Max Kilman,ENG,DF,West Ham,27,1997,37.2,2374,464,1317,962,113,32,2374,22,16,72.7,2,1270,5672,3185,31,14,2,17,4,1581,6,2024-2025,Premier-League
Joshua King,ENG,MF,Fulham,17,2007,1.4,87,2,12,31,46,10,87,8,4,50.0,4,44,335,138,3,4,0,1,6,60,16,2024-2025,Premier-League
Tom King,WAL,GK,Wolves,29,1995,0.0,1,1,1,0,0,0,1,0,0,,0,1,8,5,0,0,0,0,0,0,0,2024-2025,Premier-League
Antonín Kinský,CZE,GK,Tottenham,21,2003,6.0,237,205,234,3,0,0,237,0,0,,0,144,760,491,1,0,0,0,0,126,0,2024-2025,Premier-League
Jakub Kiwior,POL,DF,Arsenal,24,2000,12.5,846,100,281,494,72,5,846,5,3,60.0,2,492,1988,1037,5,7,1,3,2,615,1,2024-2025,Premier-League
Justin Kluivert,NED,MF,Bournemouth,25,1999,26.0,1086,24,99,366,641,134,1080,87,36,41.4,40,646,4198,2364,81,55,38,55,27,710,173,2024-2025,Premier-League
Ibrahima Konaté,FRA,DF,Liverpool,25,1999,28.4,2185,223,928,1145,119,23,2185,6,3,50.0,2,1290,6124,3603,25,15,0,8,2,1576,3,2024-2025,Premier-League
Ezri Konsa,ENG,DF,Aston Villa,26,1997,32.6,1915,250,883,934,107,22,1915,18,8,44.4,7,1132,5817,3008,24,15,2,17,10,1338,11,2024-2025,Premier-League
Mateo Kovačić,CRO,MF,Manchester City,30,1994,24.4,2123,53,318,1199,627,17,2123,41,22,53.7,11,1445,8397,3961,56,78,3,19,29,1729,16,2024-2025,Premier-League
Caleb Kporha,ENG,DF,Crystal Palace,18,2006,0.1,11,1,4,2,5,0,11,0,0,,0,4,46,36,1,1,0,0,2,3,0,2024-2025,Premier-League
Emil Krafth,SWE,DF,Newcastle Utd,29,1994,3.8,199,34,100,73,28,4,199,1,0,0.0,1,82,397,175,5,6,0,2,2,98,3,2024-2025,Premier-League
Mohammed Kudus,GHA,"FW,MF",West Ham,23,2000,28.8,1274,13,171,536,612,127,1274,208,92,44.2,98,842,5574,2613,98,59,42,77,93,989,216,2024-2025,Premier-League
Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,26.5,1276,24,149,432,719,158,1276,117,38,32.5,71,823,6157,3208,120,67,40,77,74,895,210,2024-2025,Premier-League
Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,34.6,1934,362,1184,672,85,45,1934,14,8,57.1,4,1030,4806,2203,8,6,0,21,6,1136,7,2024-2025,Premier-League
Adam Lallana,ENG,MF,Southampton,36,1988,4.0,318,19,91,155,73,6,318,12,5,41.7,5,178,831,366,6,8,0,10,6,245,10,2024-2025,Premier-League
Tariq Lamptey,GHA,DF,Brighton,23,2000,9.6,535,29,161,224,154,11,535,31,10,32.3,18,292,2081,1034,32,17,3,11,5,302,45,2024-2025,Premier-League
Will Lankshear,ENG,"FW,MF",Tottenham,19,2005,0.1,3,0,0,2,1,0,3,0,0,,0,3,3,0,0,0,0,2,0,3,1,2024-2025,Premier-League
Roméo Lavia,BEL,MF,Chelsea,20,2004,8.9,493,17,109,319,71,1,493,16,10,62.5,6,295,1373,567,3,9,0,3,7,359,7,2024-2025,Premier-League
Mario Lemina,GAB,"MF,DF",Wolves,30,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,382,2068,1038,8,12,2,21,11,482,21,2024-2025,Premier-League
Bernd Leno,GER,GK,Fulham,32,1992,38.0,1479,1190,1466,13,0,0,1479,0,0,,0,955,3956,2233,0,0,0,0,0,862,0,2024-2025,Premier-League
Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,25.3,1406,124,469,703,244,29,1406,13,7,53.8,4,649,2478,1100,13,11,0,15,18,803,26,2024-2025,Premier-League
Rico Lewis,ENG,"DF,MF",Manchester City,19,2004,21.0,1477,53,289,727,477,46,1477,21,9,42.9,11,865,4215,2155,39,41,8,20,19,1061,78,2024-2025,Premier-League
